age_entrepreneur,niveau_formation,region_togo,budget_demande_fcfa,projet_finance
24.0,Commerciale,Centrale,531943.9019404438,1
19.0,Commerciale,Kara,753782.1611877681,0
20.0,Technique/EPL,Maritime,238295.07570270228,0
34.0,Technique/EPL,Centrale,336813.115846664,1
22.0,Technique/EPL,Plateaux,1650499.0735121404,1
34.0,Technique/EPL,Centrale,200011.63482305044,1
34.0,Aucune,Centrale,738823.650213271,1
34.0,Commerciale,Savanes,939212.4409338731,0
19.0,Aucune,Centrale,256183.5691564969,0
19.0,Technique/EPL,Centrale,3814817.5362787754,1
22.0,Commerciale,Kara,456345.3451831128,1
18.0,Universitaire,Plateaux,562691.1761341703,0
18.0,Technique/EPL,Kara,562323.0247239587,0
19.0,Technique/EPL,Kara,461906.03022539464,1
29.0,Aucune,Maritime,201474.90923038506,0
23.0,Universitaire,Kara,1506909.5710746874,0
21.0,Aucune,Savanes,3606576.818902749,0
28.0,Universitaire,Savanes,453981.030444211,0
34.0,Commerciale,Maritime,1287812.3934605871,1
23.0,Aucune,Plateaux,1554393.9412806241,0
22.0,Commerciale,Plateaux,2086677.2280370349,1
19.0,Commerciale,Kara,749270.5793872256,0
23.0,Aucune,Kara,560870.7420593492,0
28.0,Commerciale,Kara,593479.9193146355,0
33.0,Universitaire,Plateaux,1446954.5359924233,0
33.0,Commerciale,Centrale,1897064.750630053,1
18.0,Universitaire,Savanes,400421.13164163986,0
26.0,Universitaire,Centrale,663530.2399667804,0
23.0,Universitaire,Centrale,2522177.7491770326,0
33.0,Commerciale,Plateaux,1843478.3687293709,1
20.0,Universitaire,Centrale,4390309.538682376,1
21.0,Universitaire,Maritime,1603433.438320041,0
20.0,Commerciale,Kara,699548.1228836644,0
24.0,Technique/EPL,Maritime,1093155.023299958,0
26.0,Aucune,Savanes,1281797.2204129242,0
18.0,Aucune,Kara,281704.5554548311,0
25.0,Technique/EPL,Centrale,986352.8863524105,1
24.0,Technique/EPL,Savanes,1435535.1233568278,1
25.0,Commerciale,Kara,383107.4303129447,0
18.0,Aucune,Centrale,1717003.3059741117,0
28.0,Universitaire,Maritime,1076523.9671469429,1
,Aucune,Kara,3241185.511110514,0
20.0,Commerciale,Centrale,243348.4105221125,0
24.0,Commerciale,Maritime,508328.602809438,0
33.0,Technique/EPL,Savanes,1120182.9951622437,1
33.0,Commerciale,Savanes,551772.5691046352,1
34.0,Aucune,Savanes,1453247.660188759,0
19.0,Commerciale,Savanes,1622980.2649098476,1
18.0,Technique/EPL,Plateaux,308159.94603859406,0
33.0,Commerciale,Kara,921247.2435450759,0
29.0,Aucune,Kara,911088.2749898155,0
22.0,Universitaire,Plateaux,660894.4761872567,0
22.0,Universitaire,Centrale,2901941.8337671757,1
26.0,Technique/EPL,Centrale,1957394.6801280817,1
26.0,Aucune,Savanes,1394713.7417483798,0
20.0,Aucune,Maritime,1452906.2038255497,0
33.0,Technique/EPL,Centrale,819369.2442292758,1
33.0,Universitaire,Maritime,2738238.0757120377,1
20.0,Aucune,Kara,1386117.913334209,0
18.0,Technique/EPL,Maritime,1505566.577355283,0
28.0,Aucune,Kara,2178264.270871572,0
34.0,Commerciale,Plateaux,520303.87692877447,1
25.0,Aucune,Plateaux,1845432.535124599,0
21.0,Technique/EPL,Savanes,417211.93189903325,1
23.0,Aucune,Centrale,623642.2441660145,0
25.0,Technique/EPL,Savanes,608886.6362702278,1
20.0,Commerciale,Kara,4040887.6222526156,1
33.0,Technique/EPL,Savanes,2141679.6763724424,1
20.0,Aucune,Maritime,1407879.965984888,0
31.0,Universitaire,Kara,1498491.4234202143,1
19.0,Universitaire,Plateaux,1025702.579684131,0
20.0,Aucune,Centrale,3139175.5305092013,0
33.0,Universitaire,Kara,885692.5413210558,0
26.0,Commerciale,Kara,678871.1656821709,0
21.0,Aucune,Maritime,377973.4279401517,0
18.0,Universitaire,Centrale,1742740.7178831198,0
21.0,Universitaire,Plateaux,1525929.2819722025,0
18.0,Technique/EPL,Kara,10276272.642736264,1
31.0,Aucune,Kara,225516.20095439107,0
33.0,Aucune,Maritime,2026334.3161106415,0
25.0,Commerciale,Savanes,211483.66910426356,1
24.0,Commerciale,Plateaux,1416382.080660238,0
20.0,Universitaire,Centrale,3715165.157939812,0
34.0,Technique/EPL,Kara,775650.9916369589,1
18.0,Universitaire,Kara,467844.6810487069,0
33.0,Universitaire,Plateaux,1420342.764119798,0
,Technique/EPL,Savanes,1898969.6010093254,1
31.0,Aucune,Kara,990606.3631889005,0
23.0,Commerciale,Plateaux,3612317.236403083,0
23.0,Technique/EPL,Maritime,253051.38804256165,1
30.0,Commerciale,Savanes,902784.6689285737,1
25.0,Technique/EPL,Centrale,1467459.2473497782,1
19.0,Aucune,Kara,2185153.492430679,0
18.0,Aucune,Plateaux,397543.5601599549,0
32.0,Technique/EPL,Maritime,1809455.3214040427,1
18.0,Commerciale,Centrale,1004541.5873998299,0
22.0,Aucune,Plateaux,705098.1935027794,0
,Commerciale,Plateaux,341235.3101144927,1
21.0,Universitaire,Centrale,2204673.710604255,0
20.0,Commerciale,Maritime,371112.46387631097,0
34.0,Technique/EPL,Maritime,570756.2782224325,1
,Commerciale,Savanes,542554.4405277208,1
29.0,Universitaire,Kara,2251157.60370031,1
31.0,Technique/EPL,Centrale,1316887.2457261295,1
23.0,Aucune,Centrale,1792981.0583106407,0
20.0,Commerciale,Centrale,488306.13219322625,0
26.0,Commerciale,Maritime,1180493.5749765662,0
22.0,Aucune,Kara,1048038.762122536,0
34.0,Universitaire,Savanes,1988746.2741929174,1
31.0,Commerciale,Plateaux,2565387.101210074,0
20.0,Commerciale,Plateaux,212231.26940897125,0
18.0,Commerciale,Centrale,1320919.000889536,0
18.0,Universitaire,Kara,253227.58404622274,0
20.0,Technique/EPL,Maritime,995974.6073698896,0
27.0,Technique/EPL,Kara,539161.670569886,1
20.0,Technique/EPL,Kara,566402.9645294619,0
25.0,Universitaire,Maritime,635344.8496791171,0
31.0,Universitaire,Centrale,1170991.0051382612,0
32.0,Technique/EPL,Kara,606540.634782834,1
19.0,Commerciale,Plateaux,1519380.1039927686,0
27.0,Universitaire,Maritime,718399.8787738292,0
19.0,Universitaire,Savanes,270801.50641358877,0
34.0,Technique/EPL,Centrale,1731365.6485833335,1
25.0,Universitaire,Maritime,536533.8929517139,0
18.0,Aucune,Savanes,766984.9126609429,0
26.0,Technique/EPL,Savanes,1356592.7870318259,0
28.0,Aucune,Kara,9062253.130357467,1
33.0,Aucune,Kara,258249.7038238981,0
24.0,Technique/EPL,Kara,668278.7928521474,1
27.0,Universitaire,Maritime,3090446.2491680323,1
20.0,Aucune,Maritime,1226480.6606711121,0
30.0,Universitaire,Centrale,1313154.9686950415,0
24.0,Technique/EPL,Kara,1200439.3567361385,1
21.0,Commerciale,Savanes,421884.5179287726,0
30.0,Commerciale,Plateaux,741858.6455108923,1
18.0,Aucune,Centrale,1590060.638098674,0
25.0,Technique/EPL,Maritime,306887.12205436366,1
31.0,Aucune,Centrale,525526.2496432951,0
33.0,Universitaire,Centrale,523404.741308102,0
31.0,Universitaire,Centrale,765667.1840459809,0
29.0,Technique/EPL,Centrale,4130632.133279656,1
32.0,Universitaire,Plateaux,269888.858496123,0
19.0,Technique/EPL,Kara,931266.5687059473,1
19.0,Aucune,Savanes,397676.4606755113,0
34.0,Universitaire,Centrale,3729367.585225774,1
27.0,Technique/EPL,Centrale,320252.52515554253,0
23.0,Universitaire,Centrale,716845.3767797388,0
32.0,Technique/EPL,Kara,1538971.8823677083,1
,Commerciale,Maritime,1419270.648703156,1
22.0,Aucune,Maritime,749442.8230199097,0
18.0,Technique/EPL,Plateaux,625449.7289318205,0
25.0,Universitaire,Maritime,706854.151434126,0
29.0,Technique/EPL,Centrale,506900.58827003936,0
29.0,Commerciale,Centrale,429832.0428713375,1
,Universitaire,Centrale,859789.1918683802,0
24.0,Universitaire,Plateaux,512704.2059539351,0
21.0,Universitaire,Centrale,538921.5646337138,0
23.0,Commerciale,Maritime,1269313.899383184,1
30.0,Commerciale,Kara,3658953.5693063154,1
32.0,Universitaire,Kara,1125425.3269426674,0
20.0,Universitaire,Savanes,280103.7988599451,0
25.0,Aucune,Maritime,278592.6744885511,0
33.0,Aucune,Centrale,3224609.65743243,0
30.0,Universitaire,Kara,552812.1147183594,0
27.0,Aucune,Maritime,296584.6763208068,0
34.0,Technique/EPL,Kara,1113905.0477588242,1
22.0,Technique/EPL,Centrale,1177232.4713005838,1
26.0,Technique/EPL,Kara,1245559.2808231318,0
29.0,Universitaire,Savanes,511158.196669566,0
18.0,Commerciale,Savanes,215226.01388489112,0
18.0,Aucune,Kara,3552846.441207963,0
32.0,Universitaire,Maritime,488873.50951926585,0
19.0,Commerciale,Maritime,1327092.9024461608,1
33.0,Aucune,Maritime,1426320.2244500762,0
25.0,Commerciale,Kara,1141627.5581918198,1
30.0,Technique/EPL,Maritime,575286.1984840892,1
18.0,Technique/EPL,Centrale,516213.591032566,1
33.0,Commerciale,Savanes,1110478.363220359,1
24.0,Technique/EPL,Centrale,2210629.41749399,1
22.0,Universitaire,Maritime,3132451.960942563,1
20.0,Commerciale,Centrale,311944.1451574271,0
29.0,Aucune,Maritime,368215.84686309705,0
33.0,Universitaire,Kara,3095638.259698919,0
22.0,Commerciale,Centrale,1533835.6138087227,1
31.0,Aucune,Kara,2345528.566344447,0
22.0,Commerciale,Kara,426439.7705499921,0
32.0,Universitaire,Plateaux,1085727.2672647089,0
34.0,Universitaire,Maritime,1407778.6855710812,0
31.0,Universitaire,Savanes,1339783.9863491775,0
22.0,Technique/EPL,Maritime,724504.9115039434,1
29.0,Commerciale,Savanes,215514.62346441497,0
33.0,Commerciale,Maritime,1074491.7510906714,1
33.0,Universitaire,Kara,491826.03237851453,0
24.0,Universitaire,Centrale,798299.3733477003,0
21.0,Universitaire,Centrale,3360159.2595005436,0
18.0,Technique/EPL,Plateaux,709219.1109697123,1
22.0,Universitaire,Savanes,2031342.2735144417,0
27.0,Universitaire,Savanes,408920.9311712965,0
22.0,Universitaire,Savanes,1316146.6144629726,0
21.0,Universitaire,Kara,3972563.4756856645,0
19.0,Technique/EPL,Savanes,307466.1764206276,0
27.0,Aucune,Centrale,208354.74612524486,0
18.0,Aucune,Kara,768424.3568250688,0
22.0,Technique/EPL,Maritime,297199.99573861,1
30.0,Universitaire,Savanes,1579852.552895761,0
,Universitaire,Savanes,2659808.232896316,0
33.0,Universitaire,Maritime,769198.2557212377,0
33.0,Technique/EPL,Savanes,499365.58249531925,1
19.0,Universitaire,Maritime,769874.0325333455,0
34.0,Technique/EPL,Kara,1485355.7519560594,1
29.0,Technique/EPL,Centrale,209095.3996072286,1
20.0,Universitaire,Maritime,1090267.272289478,0
18.0,Commerciale,Plateaux,1150084.5778521458,1
18.0,Technique/EPL,Maritime,1215250.241353168,1
28.0,Aucune,Savanes,477101.0230264016,0
22.0,Aucune,Kara,1451947.8326323365,0
29.0,Aucune,Kara,295840.955605836,0
20.0,Universitaire,Maritime,422231.8875893984,0
18.0,Technique/EPL,Centrale,2299399.761780521,1
18.0,Universitaire,Plateaux,1542174.7086453293,0
25.0,Technique/EPL,Kara,213840.8988589265,1
27.0,Aucune,Savanes,485519.4264836808,0
28.0,Technique/EPL,Savanes,441315.7742584726,1
29.0,Technique/EPL,Centrale,515815.9142692778,1
30.0,Technique/EPL,Kara,484433.71445712243,1
,Technique/EPL,Maritime,264566.5703233147,1
,Commerciale,Savanes,814226.0553421355,0
19.0,Aucune,Centrale,1519508.8966992705,0
20.0,Commerciale,Kara,1133263.2656949174,0
34.0,Technique/EPL,Kara,1317402.734303147,1
25.0,Commerciale,Kara,284631.49682819494,1
27.0,Universitaire,Kara,3225999.956634014,0
19.0,Universitaire,Kara,2023199.5731582893,0
26.0,Universitaire,Savanes,1835218.9994881975,0
24.0,Universitaire,Centrale,1931514.0536547308,0
,Universitaire,Kara,2898751.193196384,0
30.0,Universitaire,Plateaux,985819.5678500353,0
28.0,Universitaire,Plateaux,423496.1357993471,0
21.0,Aucune,Centrale,1159155.4567975784,0
21.0,Technique/EPL,Maritime,1558218.1862348355,0
27.0,Universitaire,Maritime,1539095.5323734006,0
22.0,Universitaire,Maritime,936992.5411967152,0
26.0,Universitaire,Plateaux,270914.77358703705,0
20.0,Universitaire,Maritime,663803.5907562944,0
34.0,Commerciale,Savanes,2735357.4587032665,1
20.0,Technique/EPL,Kara,1078149.711373082,0
33.0,Technique/EPL,Plateaux,972909.1380348862,1
21.0,Technique/EPL,Centrale,513141.44858586387,1
,Technique/EPL,Centrale,659576.4535531471,1
24.0,Commerciale,Kara,2457096.4600590058,1
22.0,Technique/EPL,Plateaux,1298001.6177460651,1
29.0,Universitaire,Maritime,1748281.7930749604,0
34.0,Technique/EPL,Maritime,805769.1464212985,1
30.0,Universitaire,Savanes,1194920.6573550217,0
20.0,Universitaire,Savanes,485529.2031963382,0
26.0,Technique/EPL,Maritime,1422343.2806039841,1
34.0,Universitaire,Centrale,757919.5613223623,0
34.0,Technique/EPL,Centrale,784374.4199039752,1
33.0,Aucune,Savanes,1247887.7810532036,0
30.0,Technique/EPL,Kara,2953266.5471097385,1
,Aucune,Maritime,266146.58309229906,0
21.0,Technique/EPL,Savanes,1941503.1652071518,1
29.0,Universitaire,Savanes,545852.4481461355,0
26.0,Universitaire,Maritime,786842.1292278963,0
29.0,Universitaire,Maritime,222156.9919894694,0
26.0,Aucune,Centrale,558170.4585696388,0
24.0,Universitaire,Kara,898423.5614676293,0
31.0,Technique/EPL,Kara,257815.652847955,1
32.0,Technique/EPL,Maritime,875495.3535639746,1
33.0,Commerciale,Plateaux,2818812.4511245782,1
22.0,Aucune,Savanes,311371.0070908246,0
20.0,Universitaire,Savanes,1645792.711738801,0
29.0,Universitaire,Maritime,727075.360797325,0
21.0,Technique/EPL,Plateaux,1264714.509120123,1
33.0,Technique/EPL,Centrale,501424.8709145652,1
24.0,Technique/EPL,Maritime,373749.1203951833,1
30.0,Commerciale,Maritime,374904.2701282189,1
27.0,Technique/EPL,Savanes,273099.80660067167,1
24.0,Technique/EPL,Maritime,405360.9836776891,1
31.0,Technique/EPL,Maritime,1291297.263786332,1
22.0,Universitaire,Maritime,2334452.152258195,0
20.0,Aucune,Savanes,1882684.5626614075,0
28.0,Technique/EPL,Centrale,1355609.111636457,1
28.0,Universitaire,Centrale,317019.1738106315,0
32.0,Commerciale,Maritime,541346.5214844297,1
29.0,Technique/EPL,Savanes,570783.8297159636,1
26.0,Technique/EPL,Centrale,487624.6692962019,1
27.0,Technique/EPL,Centrale,923618.0576173267,1
29.0,Universitaire,Centrale,966909.582939844,0
34.0,Technique/EPL,Savanes,641433.2379172577,1
23.0,Universitaire,Savanes,636629.4487848321,0
24.0,Universitaire,Maritime,1963496.2509770875,0
31.0,Universitaire,Kara,1757286.0162690782,0
30.0,Technique/EPL,Centrale,567874.3259567037,1
25.0,Commerciale,Kara,2650951.048502833,0
27.0,Universitaire,Savanes,3253679.593846005,0
,Universitaire,Savanes,595627.4697877902,0
19.0,Aucune,Savanes,637613.8071241865,0
,Commerciale,Kara,904479.4557708601,1
22.0,Aucune,Savanes,3032267.604481353,0
23.0,Technique/EPL,Maritime,2290053.110892787,1
25.0,Aucune,Savanes,308217.8858140543,0
33.0,Universitaire,Plateaux,698783.0002340476,0
30.0,Technique/EPL,Kara,1006027.4314681736,1
18.0,Aucune,Plateaux,899431.8327840682,0
,Aucune,Savanes,415501.66000817745,0
24.0,Aucune,Maritime,2157696.736955853,0
30.0,Universitaire,Centrale,1329919.6381880566,0
21.0,Universitaire,Savanes,2019593.5162994408,0
21.0,Technique/EPL,Maritime,2157325.0068054283,1
23.0,Technique/EPL,Kara,1579739.3071697513,1
29.0,Universitaire,Plateaux,778409.8472380772,0
24.0,Aucune,Plateaux,1143011.4594270498,0
27.0,Technique/EPL,Plateaux,374788.4890733034,0
24.0,Commerciale,Kara,1319770.8122495569,0
20.0,Universitaire,Maritime,397540.68939390214,0
30.0,Technique/EPL,Kara,1384005.4537024763,1
30.0,Universitaire,Plateaux,460843.0311100646,0
25.0,Technique/EPL,Savanes,325054.6223461628,1
26.0,Universitaire,Centrale,380664.3189430485,0
24.0,Aucune,Kara,201994.12215971062,0
18.0,Aucune,Kara,1468474.411846264,0
20.0,Aucune,Maritime,1518265.8709838013,0
30.0,Commerciale,Maritime,923468.9746270512,1
34.0,Universitaire,Kara,375977.08684075496,0
18.0,Aucune,Plateaux,287252.5015240209,0
23.0,Aucune,Centrale,219314.29231714967,0
23.0,Universitaire,Maritime,381219.9761150679,0
29.0,Aucune,Plateaux,2415082.907149635,0
30.0,Technique/EPL,Savanes,476461.0531618355,1
30.0,Commerciale,Maritime,637375.8746010938,1
32.0,Technique/EPL,Plateaux,311317.6514109667,1
33.0,Universitaire,Plateaux,451493.264661683,0
28.0,Commerciale,Centrale,932355.0010191645,0
22.0,Technique/EPL,Centrale,1135862.7276617398,1
21.0,Aucune,Savanes,481504.27992378693,0
20.0,Technique/EPL,Plateaux,259465.71278768155,1
32.0,Commerciale,Plateaux,695990.9850233758,1
26.0,Commerciale,Centrale,466838.64178505586,1
34.0,Universitaire,Maritime,447889.629472023,1
31.0,Aucune,Maritime,3415451.761506007,0
32.0,Universitaire,Kara,1157895.5481509967,0
18.0,Commerciale,Centrale,1013911.1519309452,0
20.0,Universitaire,Kara,737469.2735779751,0
33.0,Commerciale,Centrale,11404028.76695208,1
28.0,Commerciale,Savanes,978498.1270198163,1
29.0,Universitaire,Plateaux,1392142.4169238051,0
27.0,Universitaire,Savanes,1411152.168335046,0
33.0,Technique/EPL,Centrale,388372.5162262277,1
25.0,Aucune,Plateaux,893372.7101430839,0
23.0,Universitaire,Maritime,730957.0666740723,0
29.0,Technique/EPL,Maritime,2244282.6532666185,1
25.0,Commerciale,Kara,1198094.56772371,1
21.0,Commerciale,Centrale,960364.6285072289,1
25.0,Universitaire,Centrale,322613.6567936069,0
22.0,Aucune,Maritime,1130485.7291327356,0
26.0,Technique/EPL,Savanes,324661.02880534774,0
21.0,Aucune,Plateaux,611291.9143687304,0
34.0,Universitaire,Savanes,354132.97226742527,0
,Universitaire,Savanes,1377894.6383162886,0
18.0,Commerciale,Maritime,430989.39187944646,0
30.0,Technique/EPL,Maritime,697349.1296616849,1
33.0,Commerciale,Maritime,2460242.12088713,1
30.0,Commerciale,Kara,428553.63873015356,1
31.0,Technique/EPL,Savanes,908880.429494969,1
20.0,Commerciale,Centrale,743472.2066342405,1
23.0,Technique/EPL,Plateaux,218290.29331656516,1
22.0,Technique/EPL,Kara,1773868.6344559244,1
32.0,Universitaire,Centrale,271545.311529372,0
,Technique/EPL,Savanes,842939.0145675242,1
,Universitaire,Maritime,1022523.3209326528,0
30.0,Universitaire,Savanes,1190008.471064092,0
,Universitaire,Plateaux,1366778.5960571894,0
18.0,Technique/EPL,Kara,492054.7969219945,1
18.0,Universitaire,Kara,210028.89836454805,0
32.0,Universitaire,Plateaux,1485340.7259893985,1
34.0,Universitaire,Centrale,967130.9128726943,0
28.0,Technique/EPL,Centrale,2008606.8113128853,1
34.0,Aucune,Kara,1922541.455331446,1
30.0,Universitaire,Kara,2053589.136467921,0
18.0,Aucune,Maritime,863772.2009982694,0
19.0,Universitaire,Centrale,605907.7998369883,0
26.0,Universitaire,Plateaux,1768095.4258319293,1
20.0,Universitaire,Centrale,800192.7060322706,0
,Universitaire,Maritime,402657.574715429,0
33.0,Commerciale,Kara,2130842.3771734564,1
23.0,Commerciale,Kara,2341826.664834698,1
34.0,Commerciale,Maritime,827939.6760045075,1
22.0,Commerciale,Plateaux,4180774.345319368,1
,Aucune,Kara,690738.8700351496,0
,Aucune,Savanes,1827284.5172494384,0
20.0,Universitaire,Kara,2520484.623499767,1
22.0,Technique/EPL,Savanes,427493.9286200851,1
22.0,Technique/EPL,Maritime,269321.79560363473,1
27.0,Technique/EPL,Maritime,2298424.202804143,1
27.0,Universitaire,Kara,693321.287444626,0
34.0,Universitaire,Centrale,980364.3189371355,0
31.0,Universitaire,Savanes,3644078.120529211,1
26.0,Universitaire,Plateaux,268883.6573591273,0
31.0,Commerciale,Kara,1245027.9419847496,1
18.0,Technique/EPL,Plateaux,276994.89809012495,1
30.0,Commerciale,Kara,670754.1963972016,1
30.0,Aucune,Centrale,1828694.8691221478,0
21.0,Commerciale,Centrale,768229.18427952,0
18.0,Universitaire,Centrale,6071853.459960933,0
