date,categorie,prix_unitaire,quantite,remise,canal_acquisition,mode_paiement,depense_pub,revenu_transaction,produit_retourne
2022-01-13,Electronique,144.17,3,0.05,Recherche_organique,Mobile_Money,0.0,410.88,0
2022-01-14,Electronique,220.48,3,0.01,Direct,Carte_bancaire,0.0,654.83,0
2022-01-14,Mode,34.71,1,0.02,Publicite_payante,Carte_bancaire,6.97,34.02,0
2022-01-14,Beaute,32.55,3,0.05,Email,Paiement_livraison,0.0,92.77,0
2022-01-14,Maison,35.83,3,0.0,Recherche_organique,Mobile_Money,0.0,107.49,0
2022-01-14,Electronique,235.88,1,0.01,Reseaux_sociaux,Mobile_Money,0.0,233.52,0
2022-01-14,Alimentation,10.14,2,0.04,Reseaux_sociaux,Mobile_Money,0.0,19.47,0
2022-01-14,Alimentation,22.46,2,0.04,Reseaux_sociaux,Paiement_livraison,0.0,43.12,0
2022-01-15,Electronique,238.19,1,0.02,Reseaux_sociaux,Carte_bancaire,0.0,233.43,0
2022-01-15,Beaute,5.26,2,0.03,Reseaux_sociaux,Mobile_Money,0.0,10.2,0
2022-01-15,Maison,81.73,3,0.02,Email,Mobile_Money,0.0,240.29,0
2022-01-15,Sport,52.1,3,0.02,Direct,Carte_bancaire,0.0,153.17,1
2022-01-15,Maison,38.57,1,0.03,Reseaux_sociaux,Carte_bancaire,0.0,37.41,0
2022-01-15,Beaute,16.38,1,0.01,Reseaux_sociaux,Mobile_Money,0.0,16.22,0
2022-01-15,Mode,59.39,1,0.04,Reseaux_sociaux,Mobile_Money,0.0,57.01,0
2022-01-15,Mode,57.35,3,0.04,Email,Mobile_Money,0.0,165.17,0
2022-01-15,Mode,12.17,3,0.01,Publicite_payante,Carte_bancaire,17.83,36.14,0
2022-01-15,Electronique,238.96,2,0.04,Reseaux_sociaux,Mobile_Money,0.0,458.8,0
2022-01-16,Sport,34.89,2,0.03,Reseaux_sociaux,Mobile_Money,0.0,67.69,0
2022-01-16,Mode,40.08,1,0.03,Publicite_payante,Mobile_Money,7.0,38.88,1
2022-01-16,Electronique,180.68,1,0.0,Email,Carte_bancaire,0.0,180.68,0
2022-01-16,Electronique,98.56,3,0.02,Reseaux_sociaux,Paiement_livraison,0.0,289.77,0
2022-01-16,Beaute,32.3,3,0.04,Recherche_organique,Carte_bancaire,0.0,93.02,0
2022-01-16,Electronique,140.96,3,0.0,Recherche_organique,Paiement_livraison,0.0,422.88,0
2022-01-16,Sport,45.14,1,0.04,Recherche_organique,Carte_bancaire,0.0,43.33,0
2022-01-16,Maison,22.14,3,0.02,Publicite_payante,Carte_bancaire,14.37,65.09,1
2022-01-16,Sport,76.82,1,0.01,Recherche_organique,Mobile_Money,0.0,76.05,0
2022-01-16,Mode,55.6,2,0.01,Publicite_payante,Carte_bancaire,6.76,110.09,0
2022-01-17,Alimentation,16.68,2,0.03,Email,Mobile_Money,0.0,32.36,0
2022-01-17,Beaute,18.76,3,0.01,Reseaux_sociaux,Mobile_Money,0.0,55.72,0
2022-01-17,Maison,96.34,1,0.05,Email,Mobile_Money,0.0,91.52,0
2022-01-17,Electronique,225.25,1,0.03,Reseaux_sociaux,Mobile_Money,0.0,218.49,0
2022-01-17,Electronique,186.35,3,0.04,Reseaux_sociaux,Mobile_Money,0.0,536.69,0
2022-01-17,Maison,83.36,2,0.04,Publicite_payante,Carte_bancaire,15.52,160.05,0
2022-01-17,Sport,17.46,1,0.03,Recherche_organique,Mobile_Money,0.0,16.94,0
2022-01-18,Electronique,80.39,1,0.01,Publicite_payante,Mobile_Money,2.36,79.59,1
2022-01-18,Mode,53.83,1,0.03,Recherche_organique,Paiement_livraison,0.0,52.22,1
2022-01-18,Electronique,239.97,1,0.04,Reseaux_sociaux,Mobile_Money,0.0,230.37,0
2022-01-18,Electronique,108.5,1,0.04,Recherche_organique,Mobile_Money,0.0,104.16,0
2022-01-18,Electronique,125.09,2,0.01,Recherche_organique,Mobile_Money,0.0,247.68,0
2022-01-18,Electronique,228.34,1,0.03,Recherche_organique,Mobile_Money,0.0,221.49,0
2022-01-19,Beaute,10.42,2,0.01,Reseaux_sociaux,Carte_bancaire,0.0,20.63,0
2022-01-19,Electronique,207.33,3,0.04,Publicite_payante,Mobile_Money,6.2,597.11,0
2022-01-19,Maison,29.07,2,0.02,Publicite_payante,Carte_bancaire,19.86,56.98,0
2022-01-19,Beaute,16.24,1,0.03,Publicite_payante,Mobile_Money,5.59,15.75,0
2022-01-19,Mode,20.41,1,0.04,Email,Paiement_livraison,0.0,19.59,1
2022-01-19,Electronique,164.86,1,0.03,Publicite_payante,Mobile_Money,18.62,159.91,0
2022-01-20,Maison,80.28,2,0.24,Email,Mobile_Money,0.0,122.03,0
2022-01-20,Maison,52.95,3,0.06,Recherche_organique,Paiement_livraison,0.0,149.32,0
2022-01-20,Electronique,161.8,1,0.21,Reseaux_sociaux,Mobile_Money,0.0,127.82,1
2022-01-20,Sport,82.94,1,0.23,Email,Mobile_Money,0.0,63.86,0
2022-01-20,Beaute,26.55,3,0.08,Reseaux_sociaux,Mobile_Money,0.0,73.28,0
2022-01-20,Electronique,180.33,2,0.16,Reseaux_sociaux,Mobile_Money,0.0,302.95,0
2022-01-20,Mode,11.71,3,0.25,Email,Mobile_Money,0.0,26.35,0
2022-01-20,Electronique,101.87,1,0.01,Reseaux_sociaux,Carte_bancaire,0.0,100.85,0
2022-01-21,Sport,29.63,3,0.0,Email,Carte_bancaire,0.0,88.89,1
2022-01-21,Mode,50.71,1,0.05,Recherche_organique,Mobile_Money,0.0,48.17,0
2022-01-21,Mode,16.0,1,0.03,Publicite_payante,Mobile_Money,3.24,15.52,0
2022-01-21,Mode,20.91,1,0.04,Direct,Mobile_Money,0.0,20.07,0
2022-01-21,Electronique,234.37,1,0.03,Recherche_organique,Mobile_Money,0.0,227.34,0
2022-01-21,Electronique,175.67,2,0.05,Email,Carte_bancaire,0.0,333.77,0
2022-01-21,Electronique,219.73,2,0.05,Reseaux_sociaux,Paiement_livraison,0.0,417.49,0
2022-01-22,Mode,25.67,3,0.01,Reseaux_sociaux,Mobile_Money,0.0,76.24,0
2022-01-22,Electronique,99.07,1,0.05,Recherche_organique,Carte_bancaire,0.0,94.12,0
2022-01-22,Beaute,26.56,2,0.05,Reseaux_sociaux,Carte_bancaire,0.0,50.46,0
2022-01-22,Beaute,34.03,3,0.05,Publicite_payante,Carte_bancaire,18.77,96.99,1
2022-01-22,Mode,39.11,3,0.03,Email,Mobile_Money,0.0,113.81,0
2022-01-22,Alimentation,12.39,3,0.04,Recherche_organique,Mobile_Money,0.0,35.68,1
2022-01-22,Maison,71.17,2,0.03,Publicite_payante,Mobile_Money,2.73,138.07,0
2022-01-22,Beaute,31.09,1,0.05,Publicite_payante,Mobile_Money,0.28,29.54,0
2022-01-23,Electronique,239.21,3,0.0,Email,Paiement_livraison,0.0,717.63,1
2022-01-23,Sport,64.0,3,0.03,Reseaux_sociaux,Carte_bancaire,0.0,186.24,0
2022-01-23,Alimentation,14.83,1,0.04,Email,Mobile_Money,0.0,14.24,0
2022-01-23,Mode,49.67,3,0.0,Reseaux_sociaux,Mobile_Money,0.0,149.01,1
2022-01-23,Alimentation,16.33,1,0.04,Reseaux_sociaux,Mobile_Money,0.0,15.68,0
2022-01-23,Mode,59.61,3,0.02,Publicite_payante,Mobile_Money,14.33,175.25,1
2022-01-23,Mode,33.03,1,0.03,Direct,Carte_bancaire,0.0,32.04,0
2022-01-23,Beaute,5.98,3,0.01,Reseaux_sociaux,Mobile_Money,0.0,17.76,0
2022-01-23,Maison,36.97,1,0.05,Recherche_organique,Mobile_Money,0.0,35.12,0
2022-01-23,Maison,69.94,3,0.03,Email,Carte_bancaire,0.0,203.53,0
2022-01-24,Mode,37.03,3,0.02,Publicite_payante,Mobile_Money,11.15,108.87,0
2022-01-24,Mode,46.55,1,0.02,Email,Paiement_livraison,0.0,45.62,0
2022-01-24,Mode,55.69,2,0.04,Email,Carte_bancaire,0.0,106.92,0
2022-01-24,Maison,53.41,1,0.02,Publicite_payante,Carte_bancaire,7.06,52.34,0
2022-01-24,Maison,49.59,2,0.0,Recherche_organique,Mobile_Money,0.0,99.18,0
2022-01-24,Beaute,31.12,1,0.01,Recherche_organique,Mobile_Money,0.0,30.81,0
2022-01-24,Electronique,179.79,3,0.02,Recherche_organique,Carte_bancaire,0.0,528.58,0
2022-01-24,Mode,36.94,2,0.0,Recherche_organique,Mobile_Money,0.0,73.88,0
2022-01-25,Electronique,175.86,1,0.05,Reseaux_sociaux,Carte_bancaire,0.0,167.07,0
2022-01-25,Electronique,130.1,2,0.03,Reseaux_sociaux,Carte_bancaire,0.0,252.39,0
2022-01-25,Electronique,123.96,3,0.05,Reseaux_sociaux,Mobile_Money,0.0,353.29,0
2022-01-25,Maison,51.74,1,0.01,Reseaux_sociaux,Mobile_Money,0.0,51.22,0
2022-01-25,Electronique,131.76,1,0.03,Publicite_payante,Carte_bancaire,19.77,127.81,1
2022-01-26,Electronique,245.79,1,0.04,Direct,Carte_bancaire,0.0,235.96,0
2022-01-26,Mode,15.7,2,0.03,Direct,Carte_bancaire,0.0,30.46,0
2022-01-26,Mode,44.23,3,0.01,Recherche_organique,Paiement_livraison,0.0,131.36,1
2022-01-26,Electronique,92.08,1,0.04,Recherche_organique,Carte_bancaire,0.0,88.4,1
2022-01-26,Sport,58.25,3,0.01,Reseaux_sociaux,Mobile_Money,0.0,173.0,0
2022-01-26,Mode,29.22,1,0.03,Recherche_organique,Mobile_Money,0.0,28.34,0
2022-01-26,Beaute,14.24,3,0.0,Publicite_payante,Mobile_Money,15.41,42.72,0
2022-01-27,Mode,40.48,1,0.0,Recherche_organique,Carte_bancaire,0.0,40.48,0
2022-01-27,Electronique,92.78,3,0.01,Recherche_organique,Mobile_Money,0.0,275.56,0
2022-01-27,Electronique,130.66,2,0.01,Reseaux_sociaux,Carte_bancaire,0.0,258.71,0
2022-01-27,Sport,43.72,1,0.04,Publicite_payante,Paiement_livraison,17.56,41.97,0
2022-01-27,Maison,29.5,1,0.03,Direct,Mobile_Money,0.0,28.62,0
2022-01-27,Electronique,225.5,2,0.02,Recherche_organique,Mobile_Money,0.0,441.98,0
2022-01-27,Sport,67.08,2,0.04,Email,Mobile_Money,0.0,128.79,0
2022-01-27,Mode,30.49,1,0.05,Direct,Mobile_Money,0.0,28.97,0
2022-01-28,Maison,94.93,3,0.05,Recherche_organique,Paiement_livraison,0.0,270.55,0
2022-01-28,Electronique,196.25,1,0.01,Publicite_payante,Mobile_Money,8.33,194.29,1
2022-01-28,Maison,32.67,1,0.04,Recherche_organique,Carte_bancaire,0.0,31.36,0
2022-01-28,Maison,58.89,2,0.03,Recherche_organique,Carte_bancaire,0.0,114.25,0
2022-01-28,Mode,39.8,1,0.03,Recherche_organique,Carte_bancaire,0.0,38.61,0
2022-01-28,Beaute,15.25,2,0.03,Email,Mobile_Money,0.0,29.58,0
2022-01-28,Beaute,10.02,1,0.04,Publicite_payante,Carte_bancaire,19.8,9.62,0
2022-01-29,Sport,53.86,1,0.05,Reseaux_sociaux,Paiement_livraison,0.0,51.17,0
2022-01-29,Alimentation,21.27,1,0.03,Recherche_organique,Mobile_Money,0.0,20.63,0
2022-01-29,Mode,21.22,3,0.05,Email,Mobile_Money,0.0,60.48,0
2022-01-29,Mode,29.4,2,0.04,Reseaux_sociaux,Mobile_Money,0.0,56.45,0
2022-01-29,Beaute,30.91,3,0.0,Email,Mobile_Money,0.0,92.73,0
2022-01-29,Electronique,85.38,3,0.02,Email,Paiement_livraison,0.0,251.02,0
2022-01-29,Beaute,27.59,2,0.02,Publicite_payante,Mobile_Money,15.16,54.08,0
2022-01-29,Beaute,27.59,1,0.04,Reseaux_sociaux,Mobile_Money,0.0,26.49,0
2022-01-29,Sport,43.66,1,0.01,Reseaux_sociaux,Mobile_Money,0.0,43.22,0
2022-01-30,Beaute,5.35,3,0.01,Reseaux_sociaux,Mobile_Money,0.0,15.89,0
2022-01-30,Beaute,34.37,1,0.01,Recherche_organique,Mobile_Money,0.0,34.03,0
2022-01-30,Mode,44.53,3,0.04,Reseaux_sociaux,Paiement_livraison,0.0,128.25,0
2022-01-30,Maison,23.46,3,0.01,Email,Mobile_Money,0.0,69.68,0
2022-01-30,Alimentation,10.3,2,0.03,Email,Mobile_Money,0.0,19.98,0
2022-01-30,Beaute,33.6,2,0.04,Direct,Carte_bancaire,0.0,64.51,0
2022-01-30,Alimentation,22.82,1,0.03,Direct,Mobile_Money,0.0,22.14,0
2022-01-30,Sport,73.34,1,0.0,Direct,Carte_bancaire,0.0,73.34,0
2022-01-30,Mode,28.53,2,0.05,Publicite_payante,Paiement_livraison,17.76,54.21,1
2022-01-30,Sport,52.64,1,0.03,Reseaux_sociaux,Mobile_Money,0.0,51.06,0
2022-01-31,Electronique,149.13,2,0.04,Reseaux_sociaux,Carte_bancaire,0.0,286.33,0
2022-01-31,Maison,90.68,2,0.01,Reseaux_sociaux,Carte_bancaire,0.0,179.55,0
2022-01-31,Alimentation,22.12,1,0.01,Reseaux_sociaux,Carte_bancaire,0.0,21.9,0
2022-01-31,Maison,53.33,1,0.03,Publicite_payante,Carte_bancaire,6.16,51.73,0
2022-01-31,Mode,50.3,2,0.05,Direct,Mobile_Money,0.0,95.57,0
2022-01-31,Sport,52.82,1,0.03,Reseaux_sociaux,Mobile_Money,0.0,51.24,0
2022-01-31,Beaute,26.75,1,0.02,Recherche_organique,Paiement_livraison,0.0,26.22,0
2022-01-31,Mode,39.73,3,0.01,Reseaux_sociaux,Paiement_livraison,0.0,118.0,1
2022-01-31,Alimentation,5.76,3,0.03,Email,Carte_bancaire,0.0,16.76,1
2022-02-01,Sport,32.8,1,0.03,Reseaux_sociaux,Carte_bancaire,0.0,31.82,0
2022-02-01,Alimentation,24.62,2,0.04,Direct,Mobile_Money,0.0,47.27,0
2022-02-01,Maison,64.16,3,0.04,Recherche_organique,Mobile_Money,0.0,184.78,0
2022-02-01,Electronique,110.72,1,0.05,Email,Carte_bancaire,0.0,105.18,0
2022-02-01,Mode,14.33,1,0.01,Email,Mobile_Money,0.0,14.19,0
2022-02-02,Alimentation,14.11,2,0.0,Publicite_payante,Mobile_Money,2.09,28.22,0
2022-02-02,Electronique,154.64,2,0.05,Reseaux_sociaux,Mobile_Money,0.0,293.82,0
2022-02-02,Mode,41.55,2,0.03,Recherche_organique,Mobile_Money,0.0,80.61,0
2022-02-02,Mode,38.62,1,0.01,Recherche_organique,Paiement_livraison,0.0,38.23,0
2022-02-02,Mode,59.37,1,0.03,Publicite_payante,Mobile_Money,2.1,57.59,0
2022-02-02,Sport,29.33,1,0.04,Email,Mobile_Money,0.0,28.16,0
2022-02-03,Mode,20.28,3,0.03,Reseaux_sociaux,Carte_bancaire,0.0,59.01,0
2022-02-03,Alimentation,27.45,3,0.03,Email,Carte_bancaire,0.0,79.88,0
2022-02-03,Maison,92.62,3,0.02,Recherche_organique,Carte_bancaire,0.0,272.3,0
2022-02-03,Sport,53.74,1,0.03,Reseaux_sociaux,Mobile_Money,0.0,52.13,0
2022-02-03,Alimentation,6.06,1,0.04,Publicite_payante,Mobile_Money,18.71,5.82,0
2022-02-03,Beaute,31.72,3,0.04,Direct,Mobile_Money,0.0,91.35,0
2022-02-04,Mode,19.86,1,0.03,Reseaux_sociaux,Mobile_Money,0.0,19.26,1
2022-02-04,Maison,61.63,2,0.01,Reseaux_sociaux,Carte_bancaire,0.0,122.03,0
2022-02-04,Maison,49.89,1,0.0,Recherche_organique,Mobile_Money,0.0,49.89,0
2022-02-04,Electronique,125.91,1,0.05,Recherche_organique,Carte_bancaire,0.0,119.61,0
2022-02-04,Maison,58.32,3,0.02,Recherche_organique,Carte_bancaire,0.0,171.46,0
2022-02-04,Electronique,211.28,3,0.05,Recherche_organique,Mobile_Money,0.0,602.15,0
2022-02-04,Mode,28.0,1,0.01,Recherche_organique,Carte_bancaire,0.0,27.72,0
2022-02-04,Sport,64.98,2,0.03,Email,Mobile_Money,0.0,126.06,0
2022-02-04,Mode,13.51,1,0.01,Publicite_payante,Mobile_Money,4.95,13.37,1
2022-02-04,Electronique,113.89,3,0.03,Reseaux_sociaux,Paiement_livraison,0.0,331.42,0
2022-02-05,Maison,87.64,1,0.01,Publicite_payante,Mobile_Money,0.19,86.76,1
2022-02-05,Mode,53.84,1,0.01,Publicite_payante,Mobile_Money,5.21,53.3,0
2022-02-05,Beaute,9.34,2,0.02,Email,Mobile_Money,0.0,18.31,0
2022-02-05,Sport,41.94,1,0.02,Publicite_payante,Mobile_Money,10.62,41.1,1
2022-02-05,Mode,18.62,3,0.05,Email,Carte_bancaire,0.0,53.07,0
2022-02-05,Mode,20.22,2,0.04,Reseaux_sociaux,Mobile_Money,0.0,38.82,0
2022-02-05,Electronique,148.56,2,0.01,Reseaux_sociaux,Carte_bancaire,0.0,294.15,1
2022-02-05,Mode,49.26,3,0.03,Recherche_organique,Paiement_livraison,0.0,143.35,1
2022-02-06,Maison,29.11,2,0.04,Publicite_payante,Paiement_livraison,18.82,55.89,0
2022-02-06,Beaute,17.62,3,0.05,Email,Carte_bancaire,0.0,50.22,0
2022-02-06,Mode,41.2,2,0.03,Recherche_organique,Mobile_Money,0.0,79.93,1
2022-02-06,Mode,16.34,1,0.01,Recherche_organique,Paiement_livraison,0.0,16.18,0
2022-02-06,Maison,34.31,2,0.04,Recherche_organique,Paiement_livraison,0.0,65.88,0
2022-02-06,Maison,87.37,2,0.03,Reseaux_sociaux,Carte_bancaire,0.0,169.5,0
2022-02-06,Beaute,21.74,1,0.04,Publicite_payante,Mobile_Money,15.47,20.87,0
2022-02-06,Electronique,151.93,1,0.05,Direct,Carte_bancaire,0.0,144.33,0
2022-02-06,Electronique,198.59,3,0.01,Direct,Mobile_Money,0.0,589.81,0
2022-02-06,Electronique,84.08,3,0.05,Reseaux_sociaux,Mobile_Money,0.0,239.63,0
2022-02-06,Mode,39.57,2,0.02,Direct,Carte_bancaire,0.0,77.56,0
2022-02-07,Mode,35.2,3,0.04,Recherche_organique,Mobile_Money,0.0,101.38,0
2022-02-07,Beaute,12.87,1,0.24,Reseaux_sociaux,Paiement_livraison,0.0,9.78,0
2022-02-07,Beaute,21.63,2,0.11,Direct,Paiement_livraison,0.0,38.5,0
2022-02-07,Electronique,170.01,2,0.14,Recherche_organique,Paiement_livraison,0.0,292.42,0
2022-02-07,Maison,50.1,2,0.03,Email,Mobile_Money,0.0,97.19,0
2022-02-07,Electronique,104.99,3,0.14,Reseaux_sociaux,Paiement_livraison,0.0,270.87,0
2022-02-07,Mode,16.36,2,0.26,Publicite_payante,Paiement_livraison,8.11,24.21,1
2022-02-07,Maison,23.18,1,0.0,Publicite_payante,Mobile_Money,11.2,23.18,0
2022-02-07,Mode,45.26,3,0.03,Recherche_organique,Mobile_Money,0.0,131.71,0
2022-02-07,Beaute,13.12,2,0.03,Reseaux_sociaux,Paiement_livraison,0.0,25.45,0
2022-02-07,Electronique,214.19,1,0.03,Recherche_organique,Carte_bancaire,0.0,207.76,0
2022-02-07,Sport,53.61,2,0.28,Email,Mobile_Money,0.0,77.2,0
2022-02-08,Maison,84.29,3,0.02,Publicite_payante,Carte_bancaire,17.75,247.81,0
2022-02-08,Electronique,88.72,3,0.01,Recherche_organique,Mobile_Money,0.0,263.5,0
