order_id,date,client_id,product_id,quantity,discount_pct,payment_method,region,delivery_time_days,status
124,2025-02-16,220,53,1,20,carte,Dapaong,6.2,Livrée
125,2025-02-16,249,80,1,0,MOMO,Dapaong,7.4,Livrée
126,2025-02-17,96,18,2,5,Carte bancaire,Kpalimé,2.6,Livrée
127,2025-02-17,17,20,2,0,Cash a la livraison,Sokodé,5.0,Livrée
128,2025-02-18,9999,42,1,5,CB,Dapaong,3.7,Livrée
129,2025-02-18,85,15,2,10,Cash a la livraison,Sokodé,4.6,Retournée
130,2025-02-19,29,73,2,0,Mobile_Money,Kpalimé,2.5,Livrée
131,2025-02-20,172,34,2,20,Mobile_Money,Lomé,,En cours
132,2025-02-20,230,56,1,20,mobile money,Dapaong,5.9,Livrée
133,2025-02-20,22,67,1,0,Mobile_Money,Kara,4.7,Livrée
134,2025-02-20,129,82,1,0,cash,Atakpamé,1.2,Livrée
135,2025-02-21,52,18,1,0,MOMO,Kara,7.5,Livrée
136,2025-02-21,133,64,1,5,Mobile_Money,Atakpamé,1.9,Livrée
137,2025-02-21,244,65,1,10,carte,Dapaong,5.5,Livrée
138,2025-02-22,122,90,1,0,Mobile Money,Kara,3.5,Livrée
139,22/02/2025,90,22,2,0,mobile money,Lomé,3.2,Livrée
140,2025-02-23,31,7,3,0,mobile money,Atakpamé,4.1,Livrée
141,23/02/2025,51,27,1,0,carte,Lomé,1.0,Livrée
142,2025-02-23,96,1,2,0,Paiement à la livraison,Kpalimé,4.6,Livrée
143,2025-02-24,108,57,1,15,mobile money,Sokodé,6.2,Livrée
144,2025-02-24,170,38,3,0,mobile money,Kara,5.9,Livrée
145,2025-02-24,224,20,3,0,Cash a la livraison,Lomé,1.0,Livrée
146,25/02/2025,138,22,1,0,MOMO,Dapaong,6.5,Annulée
147,2025-02-25,132,25,2,0,cash,Atakpamé,2.6,Annulée
148,2025-02-25,216,62,1,15,CB,Lomé,2.8,Livrée
149,2025-02-25,256,32,2,0,Mobile Money,Kara,6.5,Livrée
150,2025-02-25,205,43,2,10,Mobile_Money,Sokodé,3.3,Livrée
151,2025-02-26,94,35,1,10,MOMO,Lomé,1.1,Livrée
152,2025-02-26,163,44,1,0,Carte bancaire,Kpalimé,2.1,Livrée
153,2025-02-27,112,22,2,0,mobile money,Sokodé,,En cours
154,2025-02-27,228,33,1,10,MOMO,Sokodé,3.5,Livrée
155,2025-02-27,174,23,2,0,mobile money,Kpalimé,1.7,Livrée
156,2025-02-28,11,58,3,0,Mobile Money,Sokodé,1.5,Livrée
157,2025-02-28,172,84,1,0,MOMO,Lomé,2.7,Livrée
158,2025-03-01,231,42,3,5,Mobile Money,Sokodé,,En cours
159,2025-03-01,141,24,2,5,MOMO,Kpalimé,4.7,Livrée
160,2025-03-01,222,2,1,0,MOMO,Atakpamé,2.9,Livrée
161,01/03/2025,23,51,2,10,CB,Kpalimé,3.6,Livrée
162,2025-03-01,171,52,3,15,mobile money,Kara,3.2,Annulée
163,2025-03-01,17,49,1,0,mobile money,Lomé,3.0,Livrée
164,02/03/2025,147,1,3,0,mobile money,Kara,5.0,Livrée
165,2025-03-02,43,80,1,10,carte,Lomé,,En cours
166,2025-03-02,257,10,2,5,cash,Sokodé,5.0,Livrée
167,2025-03-02,131,70,2,15,mobile money,Sokodé,5.6,Livrée
168,2025-03-02,244,89,2,5,Paiement à la livraison,Dapaong,4.9,Livrée
169,2025-03-03,71,34,3,10,mobile money,Kpalimé,2.2,Livrée
170,2025-03-03,246,86,3,0,MOMO,Atakpamé,3.2,Livrée
171,2025-03-04,150,39,1,0,Cash a la livraison,Dapaong,5.0,Livrée
172,2025-03-04,217,14,1,0,MOMO,Sokodé,3.4,Livrée
173,2025-03-04,85,18,2,0,Cash a la livraison,Kara,5.0,Livrée
174,2025-03-05,153,78,1,0,Paiement à la livraison,Atakpamé,1.5,Livrée
175,2025-03-05,95,21,1,0,Cash a la livraison,Kpalimé,3.0,Retournée
176,2025-03-05,231,79,1,0,MOMO,Atakpamé,3.7,Livrée
177,05/03/2025,86,25,1,10,MOMO,Sokodé,4.2,Livrée
178,2025-03-06,48,2,2,0,Mobile_Money,Kara,5.8,Livrée
179,2025-03-06,153,52,1,0,mobile money,Atakpamé,4.5,Livrée
180,2025-03-06,138,8888,1,15,Mobile_Money,Dapaong,4.2,Livrée
181,06/03/2025,256,39,2,10,Mobile_Money,Lomé,3.1,Livrée
182,2025-03-06,134,20,3,0,mobile money,Atakpamé,3.4,Livrée
183,2025-03-06,157,88,2,0,mobile money,Lomé,1.8,Livrée
184,2025-03-07,107,67,1,0,mobile money,Lomé,1.1,Annulée
185,2025-03-07,66,53,1,5,Mobile Money,Kpalimé,3.5,Livrée
186,2025-03-08,64,86,2,0,Mobile Money,Dapaong,5.3,Livrée
187,2025-03-08,131,38,2,0,MOMO,Sokodé,5.0,Livrée
188,2025-03-08,189,64,2,5,Cash a la livraison,Sokodé,4.3,Livrée
189,2025-03-09,173,30,1,0,cash,Lomé,3.0,Livrée
190,2025-03-09,234,77,1,0,mobile money,Dapaong,4.6,Livrée
191,2025-03-09,74,30,2,0,Paiement à la livraison,Atakpamé,,En cours
192,2025-03-09,198,30,1,0,MOMO,Atakpamé,4.7,Livrée
193,2025-03-09,54,19,2,0,mobile money,Sokodé,4.9,Livrée
194,2025-03-10,52,40,2,0,Paiement à la livraison,Kara,4.8,Livrée
195,2025-03-10,89,12,1,0,Mobile Money,Atakpamé,3.7,Livrée
196,2025-03-10,11,53,1,0,Carte bancaire,Kpalimé,4.0,Livrée
197,2025-03-10,191,57,1,0,Cash a la livraison,Lomé,3.5,Livrée
198,2025-03-10,3,19,3,10,Paiement à la livraison,Lomé,1.7,Livrée
199,2025-03-11,243,52,2,0,cash,Dapaong,6.4,Livrée
200,2025-03-11,92,40,2,0,Mobile Money,Sokodé,,En cours
201,2025-03-11,2,3,3,0,Mobile Money,Dapaong,4.0,Livrée
202,2025-03-12,97,6,2,0,CB,Kara,5.6,Livrée
203,12/03/2025,231,1,2,0,MOMO,Sokodé,5.3,Livrée
204,2025-03-12,214,22,2,0,mobile money,Dapaong,,En cours
205,2025-03-13,97,36,2,0,carte,Kara,3.5,Livrée
206,2025-03-13,26,48,1,0,Mobile_Money,Lomé,1.6,Livrée
207,2025-03-13,48,49,2,10,CB,Sokodé,2.1,Livrée
208,2025-03-13,242,62,1,0,cash,Kpalimé,,En cours
209,2025-03-13,74,66,3,0,MOMO,Kpalimé,2.3,Livrée
210,2025-03-14,192,67,1,5,mobile money,Kpalimé,3.5,Livrée
211,2025-03-14,192,19,3,10,Cash a la livraison,Kara,5.0,Livrée
212,2025-03-14,71,52,2,0,mobile money,Kpalimé,1.6,Livrée
213,2025-03-14,23,80,3,15,cash,Atakpamé,3.5,Livrée
214,2025-03-15,23,23,1,10,Mobile_Money,Dapaong,5.6,Livrée
215,2025-03-15,34,20,1,0,Mobile_Money,Dapaong,4.8,Livrée
216,2025-03-15,104,59,1,10,Cash a la livraison,Lomé,2.5,Livrée
217,15/03/2025,77,85,1,10,MOMO,Kara,4.2,Livrée
218,2025-03-16,172,70,2,0,Mobile Money,Kara,4.9,Livrée
219,2025-03-16,178,32,1,0,Mobile Money,Kpalimé,4.2,Livrée
220,2025-03-16,9,84,2,0,Mobile_Money,Kpalimé,3.6,Livrée
221,17/03/2025,62,8,2,0,Cash a la livraison,Atakpamé,3.8,Livrée
222,18/03/2025,127,8,1,0,MOMO,Kara,2.4,Livrée
223,2025-03-18,242,89,2,0,MOMO,Kpalimé,2.9,Livrée
224,2025-03-18,140,8,2,5,Cash a la livraison,Kara,4.3,Livrée
225,2025-03-18,80,70,1,0,mobile money,Kara,6.3,Livrée
226,2025-03-19,75,7,2,0,MOMO,Atakpamé,4.7,Livrée
227,2025-03-19,159,29,1,10,MOMO,Kara,4.8,Livrée
228,2025-03-19,205,88,2,10,mobile money,Kara,2.6,Livrée
229,2025-03-20,247,90,2,0,Cash a la livraison,Atakpamé,3.1,Livrée
230,2025-03-20,62,29,2,0,cash,Sokodé,4.9,Livrée
231,2025-03-20,68,60,2,0,Paiement à la livraison,Lomé,1.9,Livrée
232,2025-03-20,162,79,1,0,Carte bancaire,Dapaong,5.3,Livrée
233,2025-03-21,224,33,1,0,Cash a la livraison,Sokodé,6.5,Annulée
234,2025-03-21,85,86,3,0,mobile money,Atakpamé,,En cours
235,2025-03-21,181,70,2,0,Mobile Money,Atakpamé,3.5,Livrée
236,2025-03-21,26,84,1,0,cash,Lomé,1.0,Livrée
237,2025-03-21,117,19,3,0,carte,Dapaong,4.1,Annulée
238,2025-03-22,208,2,2,5,Mobile Money,Kara,4.3,Livrée
239,2025-03-22,227,60,2,15,cash,Sokodé,1.9,Livrée
240,2025-03-22,162,44,1,10,Mobile_Money,Dapaong,6.2,Livrée
241,2025-03-22,178,25,2,15,Mobile Money,Dapaong,7.2,Livrée
242,2025-03-22,50,9,2,5,carte,Lomé,1.5,Livrée
243,2025-03-22,223,28,1,0,Mobile_Money,Atakpamé,,En cours
244,2025-03-22,27,76,1,15,Mobile_Money,Kpalimé,3.1,Livrée
245,2025-03-22,93,61,2,0,MOMO,Atakpamé,4.5,Livrée
246,2025-03-22,125,3,1,0,Mobile Money,Kara,3.1,Livrée
247,2025-03-22,14,53,1,0,Cash a la livraison,Dapaong,6.1,Livrée
248,2025-03-23,128,27,3,0,Carte bancaire,Sokodé,5.0,Livrée
249,2025-03-23,67,84,1,0,Paiement à la livraison,Sokodé,6.3,Livrée
250,2025-03-23,137,13,1,10,Mobile Money,Atakpamé,,En cours
251,2025-03-23,75,24,1,0,MOMO,Sokodé,3.9,Livrée
252,2025-03-23,226,90,1,0,Mobile Money,Lomé,1.0,Livrée
253,2025-03-23,238,41,1,5,mobile money,Dapaong,,En cours
254,2025-03-24,204,6,3,0,Mobile_Money,Kara,3.7,Retournée
255,24/03/2025,63,89,1,0,mobile money,Lomé,2.8,Livrée
256,2025-03-24,186,13,1,0,MOMO,Atakpamé,3.5,Livrée
257,2025-03-24,218,85,1,0,Paiement à la livraison,Kara,5.6,Livrée
258,2025-03-24,150,28,3,15,cash,Sokodé,5.1,Livrée
259,25/03/2025,46,55,1,0,Mobile Money,Dapaong,3.6,Livrée
260,2025-03-25,118,78,1,0,MOMO,Dapaong,4.8,Livrée
261,2025-03-25,195,60,3,0,carte,Dapaong,,En cours
262,2025-03-25,41,55,2,0,mobile money,Lomé,1.6,Livrée
263,2025-03-25,115,26,1,0,Carte bancaire,Dapaong,4.5,Livrée
264,2025-03-26,53,62,1,5,mobile money,Sokodé,3.0,Livrée
265,2025-03-26,238,87,1,20,Mobile_Money,Dapaong,,En cours
266,2025-03-26,76,57,2,0,Cash a la livraison,Sokodé,3.1,Livrée
267,2025-03-26,202,25,1,0,Mobile Money,Atakpamé,4.4,Annulée
268,2025-03-27,195,88,2,10,mobile money,Atakpamé,4.3,Annulée
269,2025-03-27,244,80,1,5,mobile money,Atakpamé,2.8,Livrée
270,2025-03-27,257,66,1,0,MOMO,Sokodé,4.8,Annulée
271,2025-03-27,242,88,2,15,mobile money,Atakpamé,3.2,Livrée
272,2025-03-27,33,63,2,15,mobile money,Lomé,4.5,Livrée
273,2025-03-28,70,25,1,5,Mobile_Money,Atakpamé,1.8,Livrée
274,2025-03-29,102,79,1,5,Cash a la livraison,Kpalimé,1.0,Livrée
275,2025-03-29,63,25,1,5,Mobile Money,Sokodé,3.5,Annulée
276,29/03/2025,172,16,1,5,Paiement à la livraison,Dapaong,4.5,Livrée
277,2025-03-29,5,25,1,0,Carte bancaire,Dapaong,5.7,Livrée
278,2025-03-30,173,49,3,20,Cash a la livraison,Lomé,1.0,Livrée
279,2025-03-30,218,39,1,5,Carte bancaire,Dapaong,5.2,Livrée
280,30/03/2025,226,18,3,15,carte,Sokodé,,En cours
281,2025-03-30,114,82,2,0,Mobile_Money,Kpalimé,2.1,Livrée
282,2025-03-30,197,6,1,0,Paiement à la livraison,Kara,6.6,Livrée
283,2025-03-31,176,61,3,0,Mobile_Money,Dapaong,7.4,Livrée
284,2025-03-31,152,56,1,10,carte,Sokodé,5.7,Livrée
285,2025-03-31,59,15,2,5,mobile money,Lomé,1.6,Livrée
286,2025-03-31,82,76,2,0,Mobile_Money,Sokodé,5.0,Annulée
287,2025-03-31,110,24,1,5,Mobile Money,Kpalimé,1.0,Livrée
288,01/04/2025,164,36,2,15,Paiement à la livraison,Kpalimé,,En cours
289,2025-04-01,254,31,2,15,Cash a la livraison,Lomé,2.1,Livrée
290,2025-04-01,24,59,2,10,cash,Atakpamé,,En cours
291,2025-04-01,27,52,1,5,mobile money,Kpalimé,2.1,Livrée
292,2025-04-01,136,44,1,10,Mobile_Money,Kara,3.3,Livrée
293,2025-04-01,168,22,1,0,mobile money,Kara,4.6,Livrée
294,2025-04-01,208,44,1,20,CB,Kpalimé,2.9,Livrée
295,2025-04-02,224,62,3,0,cash,Lomé,3.3,Livrée
296,2025-04-02,96,57,1,15,Mobile_Money,Lomé,3.1,Livrée
297,2025-04-02,224,51,1,10,Mobile Money,Sokodé,5.2,Annulée
298,2025-04-02,111,59,1,0,Cash a la livraison,Kara,,En cours
299,2025-04-02,46,68,1,0,Mobile_Money,Sokodé,5.7,Livrée
300,2025-04-02,226,41,1,10,Mobile Money,Sokodé,4.6,Livrée
301,2025-04-03,7,35,1,0,MOMO,Atakpamé,3.2,Livrée
302,2025-04-03,244,27,1,0,Paiement à la livraison,Kara,5.9,Livrée
303,2025-04-04,216,62,3,0,mobile money,Kpalimé,3.9,Livrée
304,2025-04-04,46,32,2,0,Carte bancaire,Sokodé,5.8,Livrée
305,2025-04-04,22,65,1,0,Cash a la livraison,Dapaong,5.6,Livrée
306,2025-04-04,116,31,3,5,mobile money,Lomé,2.4,Livrée
307,2025-04-04,2,6,1,0,mobile money,Kara,3.4,Livrée
308,2025-04-04,219,24,1,20,cash,Dapaong,7.4,Livrée
309,2025-04-04,184,12,2,0,MOMO,Sokodé,,En cours
310,2025-04-05,72,20,1,10,cash,Kpalimé,3.7,Livrée
311,2025-04-05,191,41,2,0,carte,Lomé,2.3,Retournée
312,2025-04-05,208,53,2,20,Mobile Money,Lomé,1.0,Livrée
313,2025-04-05,179,40,1,0,Carte bancaire,Kpalimé,2.7,Livrée
314,2025-04-05,131,19,3,20,Paiement à la livraison,Kara,4.6,Livrée
315,2025-04-05,114,4,1,5,Cash a la livraison,Dapaong,4.4,Livrée
316,2025-04-06,161,87,2,10,mobile money,Kara,4.6,Livrée
317,2025-04-06,200,17,3,15,CB,Kpalimé,3.9,Annulée
318,2025-04-06,180,56,1,0,CB,Lomé,1.9,Livrée
319,06/04/2025,178,35,3,5,mobile money,Dapaong,3.8,Livrée
320,2025-04-07,107,73,1,0,Mobile_Money,Dapaong,4.2,Livrée
321,2025-04-07,186,38,3,5,MOMO,Dapaong,5.1,Livrée
322,07/04/2025,130,16,1,0,mobile money,Kara,4.2,Livrée
323,2025-04-07,228,48,2,15,cash,Kpalimé,2.1,Livrée
324,2025-04-07,117,79,3,0,mobile money,Lomé,1.8,Livrée
325,2025-04-08,240,56,2,15,Mobile_Money,Atakpamé,,En cours
326,2025-04-08,13,1,2,0,Mobile Money,Atakpamé,1.5,Livrée
327,2025-04-08,250,49,2,10,Mobile Money,Atakpamé,3.4,Livrée
328,08/04/2025,185,23,2,0,mobile money,Dapaong,,En cours
329,2025-04-08,137,66,2,0,MOMO,Sokodé,4.0,Livrée
330,2025-04-08,114,49,2,0,Mobile Money,Dapaong,5.7,Retournée
331,2025-04-08,2,23,1,0,carte,Lomé,2.2,Livrée
332,2025-04-08,226,75,3,0,Mobile Money,Kara,2.8,Livrée
333,2025-04-08,160,12,2,5,MOMO,Sokodé,5.9,Livrée
334,2025-04-09,222,31,1,15,Mobile_Money,Atakpamé,,En cours
335,2025-04-09,183,4,1,0,CB,Kpalimé,3.5,Livrée
336,2025-04-09,133,85,2,0,MOMO,Dapaong,4.3,Livrée
337,2025-04-09,23,2,1,0,Carte bancaire,Lomé,1.0,Livrée
338,09/04/2025,51,63,3,0,mobile money,Atakpamé,3.0,Livrée
339,2025-04-10,71,35,3,10,MOMO,Atakpamé,4.8,Livrée
340,2025-04-10,130,1,1,0,carte,Sokodé,,En cours
341,10/04/2025,7,11,3,0,mobile money,Dapaong,4.6,Livrée
342,2025-04-10,60,85,1,0,MOMO,Kpalimé,4.8,Livrée
343,2025-04-10,76,18,1,10,Mobile_Money,Kpalimé,5.3,Livrée
344,2025-04-11,68,66,2,10,MOMO,Dapaong,5.2,Livrée
345,2025-04-11,34,33,1,0,mobile money,Lomé,1.0,Livrée
346,2025-04-11,176,14,3,0,Carte bancaire,Dapaong,7.2,Livrée
347,2025-04-11,172,57,1,0,Paiement à la livraison,Atakpamé,1.5,Livrée
348,2025-04-11,4,74,2,10,Carte bancaire,Sokodé,4.1,Livrée
349,2025-04-11,73,18,3,10,MOMO,Lomé,1.8,Livrée
350,2025-04-11,237,66,2,0,mobile money,Lomé,1.0,Livrée
351,2025-04-11,256,66,1,0,Mobile_Money,Sokodé,4.0,Livrée
352,2025-04-11,73,87,1,0,Mobile Money,Dapaong,4.2,Livrée
353,2025-04-11,31,32,2,0,CB,Atakpamé,3.3,Livrée
354,12/04/2025,241,49,1,0,cash,Kara,,En cours
355,2025-04-12,57,54,1,0,MOMO,Kara,4.2,Livrée
356,2025-04-13,48,53,1,0,Mobile Money,Kpalimé,2.0,Livrée
357,2025-04-13,258,23,1,5,CB,Dapaong,7.5,Livrée
358,2025-04-13,225,28,1,0,Mobile_Money,Atakpamé,4.4,Livrée
359,2025-04-14,131,20,2,15,Mobile_Money,Sokodé,4.3,Livrée
360,2025-04-14,70,83,2,0,Cash a la livraison,Kara,2.7,Livrée
361,2025-04-14,5,41,1,0,Paiement à la livraison,Sokodé,4.9,Livrée
362,2025-04-14,47,12,1,0,Paiement à la livraison,Sokodé,4.8,Livrée
363,2025-04-15,116,53,1,0,carte,Sokodé,2.9,Livrée
364,15/04/2025,42,73,2,5,mobile money,Kara,4.1,Livrée
365,2025-04-15,92,7,3,10,mobile money,Sokodé,4.8,Livrée
366,2025-04-15,49,72,1,0,Cash a la livraison,Kpalimé,1.8,Retournée
367,2025-04-15,76,72,3,5,Carte bancaire,Sokodé,4.2,Livrée
368,2025-04-15,147,17,3,0,CB,Kara,4.8,Livrée
369,15/04/2025,249,8,1,10,mobile money,Kara,,En cours
370,2025-04-15,18,47,1,15,CB,Sokodé,4.0,Livrée
