student_id,course_id,note
ETU1012,ALG101,14.54
ETU1012,ELEC101,13.21
ETU1012,GEST101,16.29
ETU1012,PROJ101,12.04
ETU1013,MAT101,8.94
ETU1013,PHY101,12.27
ETU1013,PROG101,9.41
ETU1013,STAT101,10.39
ETU1013,ANG101,12.65
ETU1013,DATA101,10.82
ETU1013,ALG101,13.49
ETU1013,ELEC101,9.21
ETU1013,GEST101,11.69
ETU1013,PROJ101,11.32
ETU1014,MAT101,15.5
ETU1014,PHY101,11.57
ETU1014,PROG101,17.66
ETU1014,STAT101,11.68
ETU1014,ANG101,17.76
ETU1014,DATA101,11.47
ETU1014,ALG101,14.22
ETU1014,ELEC101,12.49
ETU1014,GEST101,15.75
ETU1014,PROJ101,15.19
ETU1015,MAT101,11.02
ETU1015,PHY101,6.9
ETU1015,PROG101,6.78
ETU1015,STAT101,7.2
ETU1015,ANG101,8.35
ETU1015,DATA101,7.98
ETU1015,ALG101,8.3
ETU1015,ELEC101,7.88
ETU1015,GEST101,10.53
ETU1015,PROJ101,9.21
ETU1016,MAT101,6.61
ETU1016,PHY101,7.42
ETU1016,PROG101,11.0
ETU1016,STAT101,7.58
ETU1016,ANG101,9.54
ETU1016,DATA101,9.17
ETU1016,ALG101,6.44
ETU1016,ELEC101,7.27
ETU1016,GEST101,7.96
ETU1016,PROJ101,11.68
ETU1017,MAT101,15.66
ETU1017,PHY101,12.04
ETU1017,PROG101,14.47
ETU1017,STAT101,15.46
ETU1017,ANG101,16.07
ETU1017,DATA101,15.59
ETU1017,ALG101,12.21
ETU1017,ELEC101,17.18
ETU1017,GEST101,13.88
ETU1017,PROJ101,14.22
ETU1018,MAT101,4.17
ETU1018,PHY101,6.16
ETU1018,PROG101,9.89
ETU1018,STAT101,7.73
ETU1018,ANG101,8.12
ETU1018,DATA101,9.17
ETU1018,ALG101,9.34
ETU1018,ELEC101,8.33
ETU1018,GEST101,4.26
ETU1018,PROJ101,9.99
ETU1019,MAT101,14.6
ETU1019,PHY101,11.72
ETU1019,PROG101,15.31
ETU1019,STAT101,16.34
ETU1019,ANG101,13.98
ETU1019,DATA101,16.33
ETU1019,ALG101,
ETU1019,ELEC101,7.74
ETU1019,GEST101,14.8
ETU1019,PROJ101,15.83
ETU1020,MAT101,9.97
ETU1020,PHY101,11.03
ETU1020,PROG101,11.02
ETU1020,STAT101,15.65
ETU1020,ANG101,11.33
ETU1020,DATA101,9.8
ETU1020,ALG101,12.55
ETU1020,ELEC101,9.87
ETU1020,GEST101,11.62
ETU1020,PROJ101,11.85
ETU1021,MAT101,12.33
ETU1021,PHY101,8.24
ETU1021,PROG101,13.27
ETU1021,STAT101,12.11
ETU1021,ANG101,16.0
ETU1021,DATA101,11.9
ETU1021,ALG101,8.88
ETU1021,ELEC101,10.93
ETU1021,GEST101,12.58
ETU1021,PROJ101,14.88
ETU1022,MAT101,10.29
ETU1022,PHY101,8.92
ETU1022,PROG101,13.49
ETU1022,STAT101,16.53
ETU1022,ANG101,15.24
ETU1022,DATA101,14.67
ETU1022,ALG101,9.82
ETU1022,ELEC101,12.23
ETU1022,GEST101,16.14
ETU1022,PROJ101,14.62
ETU1023,MAT101,9.54
ETU1023,PHY101,12.54
ETU1023,PROG101,14.73
ETU1023,STAT101,6.58
ETU1023,ANG101,14.11
ETU1023,DATA101,11.76
ETU1023,ALG101,14.79
ETU1023,ELEC101,11.72
ETU1023,GEST101,14.87
ETU1023,PROJ101,14.38
ETU1024,MAT101,8.18
ETU1024,PHY101,13.0
ETU1024,PROG101,8.66
ETU1024,STAT101,9.59
ETU1024,ANG101,10.61
ETU1024,DATA101,10.32
ETU1024,ALG101,13.3
ETU1024,ELEC101,10.17
ETU1024,GEST101,9.36
ETU1024,PROJ101,13.84
ETU1025,MAT101,14.76
ETU1025,PHY101,11.92
ETU1025,PROG101,16.56
ETU1025,STAT101,10.7
ETU1025,ANG101,12.38
ETU1025,DATA101,10.58
ETU1025,ALG101,9.14
ETU1025,ELEC101,15.49
ETU1025,GEST101,14.76
ETU1025,PROJ101,11.54
ETU1026,MAT101,11.5
ETU1026,PHY101,13.19
ETU1026,PROG101,10.75
ETU1026,STAT101,11.22
ETU1026,ANG101,17.37
ETU1026,DATA101,11.9
ETU1026,ALG101,8.72
ETU1026,ELEC101,10.28
ETU1026,GEST101,9.44
ETU1026,PROJ101,14.59
ETU1027,MAT101,6.21
ETU1027,PHY101,5.85
ETU1027,PROG101,
ETU1027,STAT101,5.84
ETU1027,ANG101,6.7
ETU1027,DATA101,6.65
ETU1027,ALG101,10.2
ETU1027,ELEC101,8.93
ETU1027,GEST101,8.1
ETU1027,PROJ101,8.31
ETU1028,MAT101,11.79
ETU1028,PHY101,11.03
ETU1028,PROG101,11.2
ETU1028,STAT101,12.33
ETU1028,ANG101,10.04
ETU1028,DATA101,9.86
ETU1028,ALG101,12.35
ETU1028,ELEC101,11.31
ETU1028,GEST101,7.69
ETU1028,PROJ101,12.51
ETU1029,MAT101,19.31
ETU1029,PHY101,16.24
ETU1029,PROG101,
ETU1029,STAT101,13.56
ETU1029,ANG101,17.14
ETU1029,DATA101,18.2
ETU1029,ALG101,11.46
ETU1029,ELEC101,15.28
ETU1029,GEST101,15.38
ETU1029,PROJ101,16.88
ETU1030,MAT101,12.69
ETU1030,PHY101,17.87
ETU1030,PROG101,19.5
ETU1030,STAT101,17.39
ETU1030,ANG101,20.0
ETU1030,DATA101,15.65
ETU1030,ALG101,16.4
ETU1030,ELEC101,16.93
ETU1030,GEST101,17.64
ETU1030,PROJ101,16.7
ETU1031,MAT101,12.83
ETU1031,PHY101,15.77
ETU1031,PROG101,13.81
ETU1031,STAT101,15.84
ETU1031,ANG101,14.5
ETU1031,DATA101,16.32
ETU1031,ALG101,13.53
ETU1031,ELEC101,14.24
ETU1031,GEST101,12.97
ETU1031,PROJ101,15.3
ETU1032,MAT101,6.84
ETU1032,PHY101,7.05
ETU1032,PROG101,8.21
ETU1032,STAT101,8.13
ETU1032,ANG101,11.78
ETU1032,DATA101,8.07
ETU1032,ALG101,8.72
ETU1032,ELEC101,10.37
ETU1032,GEST101,10.64
ETU1032,PROJ101,6.21
ETU1033,MAT101,9.55
ETU1033,PHY101,13.09
ETU1033,PROG101,12.24
ETU1033,STAT101,9.6
ETU1033,ANG101,12.89
ETU1033,DATA101,14.28
ETU1033,ALG101,12.05
ETU1033,ELEC101,12.48
ETU1033,GEST101,13.23
ETU1033,PROJ101,12.71
ETU1034,MAT101,14.0
ETU1034,PHY101,9.74
ETU1034,PROG101,12.5
ETU1034,STAT101,15.45
ETU1034,ANG101,12.05
ETU1034,DATA101,14.31
ETU1034,ALG101,12.83
ETU1034,ELEC101,12.24
ETU1034,GEST101,16.57
ETU1034,PROJ101,17.41
ETU1035,MAT101,11.0
ETU1035,PHY101,7.38
ETU1035,PROG101,13.53
ETU1035,STAT101,9.53
ETU1035,ANG101,16.41
ETU1035,DATA101,13.88
ETU1035,ALG101,10.3
ETU1035,ELEC101,11.37
ETU1035,GEST101,12.03
ETU1035,PROJ101,13.06
ETU1036,MAT101,9.54
ETU1036,PHY101,15.92
ETU1036,PROG101,11.92
ETU1036,STAT101,13.63
ETU1036,ANG101,15.72
ETU1036,DATA101,16.44
ETU1036,ALG101,13.61
ETU1036,ELEC101,12.57
ETU1036,GEST101,
ETU1036,PROJ101,12.74
ETU1037,MAT101,10.19
ETU1037,PHY101,11.32
ETU1037,PROG101,8.49
ETU1037,STAT101,11.12
ETU1037,ANG101,12.74
ETU1037,DATA101,17.06
ETU1037,ALG101,15.05
ETU1037,ELEC101,12.92
ETU1037,GEST101,15.22
ETU1037,PROJ101,11.78
ETU1038,MAT101,11.32
ETU1038,PHY101,12.3
ETU1038,PROG101,9.76
ETU1038,STAT101,8.4
ETU1038,ANG101,13.25
ETU1038,DATA101,9.1
ETU1038,ALG101,12.38
ETU1038,ELEC101,13.17
ETU1038,GEST101,10.32
ETU1038,PROJ101,10.87
ETU1039,MAT101,11.91
ETU1039,PHY101,9.5
ETU1039,PROG101,12.29
ETU1039,STAT101,9.47
ETU1039,ANG101,10.82
ETU1039,DATA101,10.54
ETU1039,ALG101,13.38
ETU1039,ELEC101,11.21
ETU1039,GEST101,9.43
ETU1039,PROJ101,11.68
ETU1040,MAT101,5.68
ETU1040,PHY101,4.99
ETU1040,PROG101,8.07
ETU1040,STAT101,7.22
ETU1040,ANG101,5.9
ETU1040,DATA101,7.19
ETU1040,ALG101,5.43
ETU1040,ELEC101,7.03
ETU1040,GEST101,6.34
ETU1040,PROJ101,7.58
ETU1041,MAT101,11.17
ETU1041,PHY101,8.35
ETU1041,PROG101,16.21
ETU1041,STAT101,12.49
ETU1041,ANG101,17.1
ETU1041,DATA101,13.08
ETU1041,ALG101,13.77
ETU1041,ELEC101,10.62
ETU1041,GEST101,12.07
ETU1041,PROJ101,13.67
ETU1042,MAT101,15.18
ETU1042,PHY101,9.58
ETU1042,PROG101,8.52
ETU1042,STAT101,14.22
ETU1042,ANG101,14.81
ETU1042,DATA101,11.68
ETU1042,ALG101,16.31
ETU1042,ELEC101,16.03
ETU1042,GEST101,9.33
ETU1042,PROJ101,
ETU1043,MAT101,12.62
ETU1043,PHY101,13.26
ETU1043,PROG101,13.93
ETU1043,STAT101,13.05
ETU1043,ANG101,12.06
ETU1043,DATA101,14.62
ETU1043,ALG101,14.15
ETU1043,ELEC101,14.52
ETU1043,GEST101,11.49
ETU1043,PROJ101,13.89
ETU1044,MAT101,6.82
ETU1044,PHY101,5.03
ETU1044,PROG101,8.03
ETU1044,STAT101,6.02
ETU1044,ANG101,6.52
ETU1044,DATA101,10.18
ETU1044,ALG101,7.1
ETU1044,ELEC101,6.12
ETU1044,GEST101,11.54
ETU1044,PROJ101,10.69
ETU1045,MAT101,8.82
ETU1045,PHY101,13.5
ETU1045,PROG101,14.49
ETU1045,STAT101,12.7
ETU1045,ANG101,13.82
ETU1045,DATA101,10.45
ETU1045,ALG101,17.47
ETU1045,ELEC101,12.28
ETU1045,GEST101,14.88
ETU1045,PROJ101,14.19
ETU1046,MAT101,15.17
ETU1046,PHY101,18.07
ETU1046,PROG101,17.64
ETU1046,STAT101,16.46
ETU1046,ANG101,18.82
ETU1046,DATA101,17.24
ETU1046,ALG101,20.0
ETU1046,ELEC101,18.09
ETU1046,GEST101,18.86
ETU1046,PROJ101,15.12
ETU1047,MAT101,12.6
ETU1047,PHY101,12.25
ETU1047,PROG101,10.14
ETU1047,STAT101,8.64
ETU1047,ANG101,14.56
ETU1047,DATA101,14.14
ETU1047,ALG101,10.4
ETU1047,ELEC101,9.92
ETU1047,GEST101,12.96
ETU1047,PROJ101,12.18
ETU1048,MAT101,7.94
ETU1048,PHY101,8.75
ETU1048,PROG101,12.47
ETU1048,STAT101,9.46
ETU1048,ANG101,14.59
ETU1048,DATA101,12.95
ETU1048,ALG101,12.05
ETU1048,ELEC101,11.15
ETU1048,GEST101,
ETU1048,PROJ101,14.04
ETU1049,MAT101,10.49
ETU1049,PHY101,13.88
ETU1049,PROG101,15.98
ETU1049,STAT101,12.69
ETU1049,ANG101,16.44
ETU1049,DATA101,10.84
ETU1049,ALG101,13.34
ETU1049,ELEC101,11.85
ETU1049,GEST101,14.9
ETU1049,PROJ101,9.65
ETU1050,MAT101,18.04
ETU1050,PHY101,14.91
ETU1050,PROG101,17.33
ETU1050,STAT101,20.0
ETU1050,ANG101,19.19
ETU1050,DATA101,18.2
ETU1050,ALG101,17.42
ETU1050,ELEC101,18.7
ETU1050,GEST101,19.46
ETU1050,PROJ101,18.85
ETU1051,MAT101,9.03
ETU1051,PHY101,8.59
ETU1051,PROG101,9.17
ETU1051,STAT101,6.45
ETU1051,ANG101,11.2
ETU1051,DATA101,8.25
ETU1051,ALG101,10.92
ETU1051,ELEC101,
ETU1051,GEST101,11.66
ETU1051,PROJ101,10.12
ETU1052,MAT101,11.55
ETU1052,PHY101,11.82
ETU1052,PROG101,11.85
ETU1052,STAT101,16.32
ETU1052,ANG101,17.14
ETU1052,DATA101,16.37
ETU1052,ALG101,12.67
ETU1052,ELEC101,10.32
ETU1052,GEST101,14.91
ETU1052,PROJ101,12.76
ETU1053,MAT101,11.31
ETU1053,PHY101,7.52
ETU1053,PROG101,10.72
ETU1053,STAT101,11.93
ETU1053,ANG101,10.17
ETU1053,DATA101,9.46
ETU1053,ALG101,6.43
ETU1053,ELEC101,7.68
ETU1053,GEST101,11.02
ETU1053,PROJ101,11.74
ETU1054,MAT101,11.11
ETU1054,PHY101,5.88
ETU1054,PROG101,9.92
ETU1054,STAT101,7.4
ETU1054,ANG101,11.87
ETU1054,DATA101,
ETU1054,ALG101,7.8
ETU1054,ELEC101,11.31
ETU1054,GEST101,9.95
ETU1054,PROJ101,14.34
ETU1055,MAT101,12.46
ETU1055,PHY101,10.33
ETU1055,PROG101,13.85
ETU1055,STAT101,11.1
ETU1055,ANG101,14.17
ETU1055,DATA101,10.53
ETU1055,ALG101,13.48
ETU1055,ELEC101,7.81
ETU1055,GEST101,10.09
ETU1055,PROJ101,10.8
ETU1056,MAT101,13.57
ETU1056,PHY101,15.18
ETU1056,PROG101,15.49
ETU1056,STAT101,16.63
ETU1056,ANG101,18.74
ETU1056,DATA101,12.24
ETU1056,ALG101,17.72
ETU1056,ELEC101,14.18
ETU1056,GEST101,19.69
ETU1056,PROJ101,14.88
ETU1057,MAT101,12.08
ETU1057,PHY101,16.99
ETU1057,PROG101,
ETU1057,STAT101,14.05
ETU1057,ANG101,15.43
ETU1057,DATA101,18.48
ETU1057,ALG101,16.96
ETU1057,ELEC101,15.16
ETU1057,GEST101,18.18
ETU1057,PROJ101,18.15
ETU1058,MAT101,10.61
ETU1058,PHY101,14.03
ETU1058,PROG101,14.57
ETU1058,STAT101,12.8
ETU1058,ANG101,15.66
ETU1058,DATA101,17.27
ETU1058,ALG101,10.59
ETU1058,ELEC101,11.73
ETU1058,GEST101,13.23
ETU1058,PROJ101,15.71
ETU1059,MAT101,9.06
ETU1059,PHY101,11.54
ETU1059,PROG101,9.99
ETU1059,STAT101,8.33
ETU1059,ANG101,11.98
ETU1059,DATA101,10.04
ETU1059,ALG101,10.88
ETU1059,ELEC101,10.97
ETU1059,GEST101,8.28
ETU1059,PROJ101,11.07
ETU1060,MAT101,17.66
ETU1060,PHY101,18.91
ETU1060,PROG101,19.62
ETU1060,STAT101,16.11
ETU1060,ANG101,18.66
ETU1060,DATA101,19.26
ETU1060,ALG101,17.22
ETU1060,ELEC101,15.79
ETU1060,GEST101,18.61
ETU1060,PROJ101,19.85
ETU1061,MAT101,8.31
ETU1061,PHY101,11.07
ETU1061,PROG101,11.17
ETU1061,STAT101,11.75
ETU1061,ANG101,11.55
ETU1061,DATA101,14.59
ETU1061,ALG101,11.1
ETU1061,ELEC101,11.5
ETU1061,GEST101,12.57
ETU1061,PROJ101,11.43
ETU1062,MAT101,10.33
ETU1062,PHY101,8.3
ETU1062,PROG101,13.93
ETU1062,STAT101,11.05
ETU1062,ANG101,9.69
ETU1062,DATA101,13.43
ETU1062,ALG101,9.75
ETU1062,ELEC101,11.43
ETU1062,GEST101,7.73
ETU1062,PROJ101,13.78
ETU1063,MAT101,7.54
ETU1063,PHY101,4.61
ETU1063,PROG101,8.2
ETU1063,STAT101,10.14
ETU1063,ANG101,7.03
ETU1063,DATA101,6.3
ETU1063,ALG101,6.49
ETU1063,ELEC101,6.62
ETU1063,GEST101,9.85
ETU1063,PROJ101,9.25
ETU1064,MAT101,14.53
ETU1064,PHY101,15.24
ETU1064,PROG101,19.18
ETU1064,STAT101,16.56
ETU1064,ANG101,16.25
ETU1064,DATA101,15.28
ETU1064,ALG101,15.61
ETU1064,ELEC101,16.66
ETU1064,GEST101,14.7
ETU1064,PROJ101,18.15
ETU1065,MAT101,13.59
ETU1065,PHY101,13.58
ETU1065,PROG101,19.84
ETU1065,STAT101,15.51
ETU1065,ANG101,14.3
ETU1065,DATA101,15.46
ETU1065,ALG101,16.07
ETU1065,ELEC101,15.03
ETU1065,GEST101,10.83
ETU1065,PROJ101,9.6
ETU1066,MAT101,17.48
ETU1066,PHY101,18.14
ETU1066,PROG101,18.96
ETU1066,STAT101,16.94
ETU1066,ANG101,20.0
ETU1066,DATA101,20.0
ETU1066,ALG101,14.52
ETU1066,ELEC101,13.95
ETU1066,GEST101,19.53
ETU1066,PROJ101,20.0
ETU1067,MAT101,6.54
ETU1067,PHY101,3.29
ETU1067,PROG101,8.4
ETU1067,STAT101,8.78
ETU1067,ANG101,8.63
ETU1067,DATA101,10.59
ETU1067,ALG101,8.55
ETU1067,ELEC101,6.13
ETU1067,GEST101,7.72
ETU1067,PROJ101,9.35
ETU1068,MAT101,14.4
ETU1068,PHY101,11.34
ETU1068,PROG101,16.28
ETU1068,STAT101,14.28
ETU1068,ANG101,15.79
ETU1068,DATA101,13.8
ETU1068,ALG101,18.51
ETU1068,ELEC101,16.15
ETU1068,GEST101,20.0
ETU1068,PROJ101,16.13
ETU1069,MAT101,12.87
ETU1069,PHY101,11.7
ETU1069,PROG101,10.9
ETU1069,STAT101,11.2
ETU1069,ANG101,14.24
ETU1069,DATA101,10.19
ETU1069,ALG101,13.81
ETU1069,ELEC101,11.63
ETU1069,GEST101,14.5
ETU1069,PROJ101,13.89
ETU1070,MAT101,10.23
ETU1070,PHY101,13.08
ETU1070,PROG101,16.27
ETU1070,STAT101,14.02
ETU1070,ANG101,14.93
ETU1070,DATA101,14.51
ETU1070,ALG101,10.0
ETU1070,ELEC101,15.61
ETU1070,GEST101,10.06
ETU1070,PROJ101,17.87
ETU1071,MAT101,6.31
ETU1071,PHY101,7.67
ETU1071,PROG101,3.97
ETU1071,STAT101,8.92
ETU1071,ANG101,9.74
ETU1071,DATA101,8.91
ETU1071,ALG101,3.4
ETU1071,ELEC101,5.27
ETU1071,GEST101,9.03
ETU1071,PROJ101,10.96
ETU1072,MAT101,13.29
ETU1072,PHY101,13.04
ETU1072,PROG101,16.49
ETU1072,STAT101,20.0
ETU1072,ANG101,15.37
ETU1072,DATA101,15.19
ETU1072,ALG101,14.29
ETU1072,ELEC101,14.7
ETU1072,GEST101,18.84
ETU1072,PROJ101,16.6
ETU1073,MAT101,18.68
ETU1073,PHY101,13.29
ETU1073,PROG101,16.8
ETU1073,STAT101,13.06
ETU1073,ANG101,12.36
ETU1073,DATA101,14.03
ETU1073,ALG101,14.67
ETU1073,ELEC101,11.62
ETU1073,GEST101,16.91
ETU1073,PROJ101,14.02
ETU1074,MAT101,9.11
ETU1074,PHY101,15.67
ETU1074,PROG101,10.27
ETU1074,STAT101,10.51
ETU1074,ANG101,14.17
ETU1074,DATA101,11.35
ETU1074,ALG101,9.38
ETU1074,ELEC101,9.82
ETU1074,GEST101,16.37
ETU1074,PROJ101,14.0
ETU1075,MAT101,14.6
ETU1075,PHY101,13.25
ETU1075,PROG101,14.6
ETU1075,STAT101,12.47
ETU1075,ANG101,14.78
ETU1075,DATA101,9.81
ETU1075,ALG101,15.2
ETU1075,ELEC101,11.96
ETU1075,GEST101,11.85
ETU1075,PROJ101,15.0
ETU1076,MAT101,8.94
ETU1076,PHY101,10.96
ETU1076,PROG101,9.94
ETU1076,STAT101,8.39
ETU1076,ANG101,10.79
ETU1076,DATA101,13.13
ETU1076,ALG101,11.53
ETU1076,ELEC101,10.31
ETU1076,GEST101,12.63
ETU1076,PROJ101,12.27
ETU1077,MAT101,8.03
ETU1077,PHY101,11.13
ETU1077,PROG101,12.88
ETU1077,STAT101,12.61
ETU1077,ANG101,9.12
ETU1077,DATA101,9.61
ETU1077,ALG101,8.72
ETU1077,ELEC101,8.99
ETU1077,GEST101,11.96
ETU1077,PROJ101,11.77
ETU1078,MAT101,10.47
ETU1078,PHY101,7.11
ETU1078,PROG101,9.74
ETU1078,STAT101,13.09
ETU1078,ANG101,13.97
ETU1078,DATA101,10.79
ETU1078,ALG101,11.94
ETU1078,ELEC101,10.67
ETU1078,GEST101,13.18
ETU1078,PROJ101,13.44
ETU1079,MAT101,10.68
ETU1079,PHY101,6.24
ETU1079,PROG101,8.39
ETU1079,STAT101,7.69
ETU1079,ANG101,8.09
ETU1079,DATA101,6.94
ETU1079,ALG101,10.29
ETU1079,ELEC101,6.39
ETU1079,GEST101,9.19
ETU1079,PROJ101,11.49
ETU1080,MAT101,14.75
ETU1080,PHY101,14.35
ETU1080,PROG101,14.36
ETU1080,STAT101,14.79
ETU1080,ANG101,14.53
ETU1080,DATA101,20.0
ETU1080,ALG101,11.1
ETU1080,ELEC101,13.12
ETU1080,GEST101,
ETU1080,PROJ101,16.25
ETU1081,MAT101,13.89
ETU1081,PHY101,10.77
ETU1081,PROG101,12.74
ETU1081,STAT101,15.21
ETU1081,ANG101,12.03
ETU1081,DATA101,16.59
ETU1081,ALG101,17.17
ETU1081,ELEC101,15.97
ETU1081,GEST101,17.8
ETU1081,PROJ101,11.22
ETU1082,MAT101,5.68
ETU1082,PHY101,8.74
ETU1082,PROG101,8.26
ETU1082,STAT101,6.73
ETU1082,ANG101,10.12
ETU1082,DATA101,13.63
ETU1082,ALG101,13.68
ETU1082,ELEC101,7.6
ETU1082,GEST101,10.93
ETU1082,PROJ101,12.0
ETU1083,MAT101,11.79
ETU1083,PHY101,
ETU1083,PROG101,12.08
ETU1083,STAT101,11.34
ETU1083,ANG101,12.13
ETU1083,DATA101,12.57
ETU1083,ALG101,7.2
ETU1083,ELEC101,11.67
ETU1083,GEST101,13.79
ETU1083,PROJ101,9.35
ETU1084,MAT101,11.12
ETU1084,PHY101,8.28
ETU1084,PROG101,11.78
ETU1084,STAT101,11.34
ETU1084,ANG101,12.58
ETU1084,DATA101,13.22
ETU1084,ALG101,4.54
ETU1084,ELEC101,8.3
ETU1084,GEST101,11.41
ETU1084,PROJ101,8.76
ETU1085,MAT101,
ETU1085,PHY101,10.03
ETU1085,PROG101,15.01
ETU1085,STAT101,14.69
ETU1085,ANG101,13.45
ETU1085,DATA101,12.65
ETU1085,ALG101,9.55
ETU1085,ELEC101,12.14
ETU1085,GEST101,15.15
ETU1085,PROJ101,14.48
ETU1086,MAT101,12.69
ETU1086,PHY101,8.73
ETU1086,PROG101,9.73
ETU1086,STAT101,8.27
ETU1086,ANG101,15.65
ETU1086,DATA101,7.65
ETU1086,ALG101,11.5
ETU1086,ELEC101,11.31
ETU1086,GEST101,12.61
ETU1086,PROJ101,9.73
ETU1087,MAT101,6.49
ETU1087,PHY101,8.5
ETU1087,PROG101,11.01
ETU1087,STAT101,8.18
ETU1087,ANG101,10.01
ETU1087,DATA101,8.71
ETU1087,ALG101,9.53
ETU1087,ELEC101,8.99
ETU1087,GEST101,13.65
ETU1087,PROJ101,11.96
ETU1088,MAT101,11.61
ETU1088,PHY101,11.46
ETU1088,PROG101,16.41
ETU1088,STAT101,14.5
ETU1088,ANG101,19.85
ETU1088,DATA101,19.14
ETU1088,ALG101,12.53
ETU1088,ELEC101,14.6
ETU1088,GEST101,12.98
ETU1088,PROJ101,17.27
ETU1089,MAT101,14.94
ETU1089,PHY101,11.29
ETU1089,PROG101,11.13
ETU1089,STAT101,12.41
ETU1089,ANG101,14.72
ETU1089,DATA101,14.03
ETU1089,ALG101,10.65
ETU1089,ELEC101,9.76
ETU1089,GEST101,12.98
ETU1089,PROJ101,12.18
ETU1090,MAT101,19.3
ETU1090,PHY101,15.68
ETU1090,PROG101,17.56
ETU1090,STAT101,17.78
ETU1090,ANG101,15.3
ETU1090,DATA101,16.34
ETU1090,ALG101,20.0
ETU1090,ELEC101,18.34
ETU1090,GEST101,17.16
ETU1090,PROJ101,19.8
ETU1091,MAT101,14.12
ETU1091,PHY101,10.82
ETU1091,PROG101,13.99
ETU1091,STAT101,13.27
ETU1091,ANG101,10.7
ETU1091,DATA101,11.93
ETU1091,ALG101,15.14
ETU1091,ELEC101,15.34
ETU1091,GEST101,14.62
ETU1091,PROJ101,11.94
ETU1092,MAT101,4.57
ETU1092,PHY101,7.24
